"","Gene","Annotation","Non.unique.Gene.name","ac_change_0","ac_change_1","ac_change_NA","ratio","gene.annotate","phage","hypothetical","transposase","caps","exclude"
"518","group_4268","sialidase B (Neuraminidase B)","nanB",14,9,NA,0.845238095238095,"GROUP_4268 SIALIDASE B (NEURAMINIDASE B) NANB",FALSE,FALSE,FALSE,0,0
"519","group_8048","SAP domain-containing protein","",14,9,1,0.845238095238095,"GROUP_8048 SAP DOMAIN-CONTAINING PROTEIN ",FALSE,FALSE,FALSE,0,0
"520","pepXP","x-prolyl-dipeptidyl aminopeptidase","",14,9,1,0.845238095238095,"PEPXP X-PROLYL-DIPEPTIDYL AMINOPEPTIDASE ",FALSE,FALSE,FALSE,0,0
"521","sulB","dihydrofolate synthetase","",14,9,1,0.845238095238095,"SULB DIHYDROFOLATE SYNTHETASE ",FALSE,FALSE,FALSE,0,0
"522","udg","UDP-glucose 6-dehydrogenase","",14,9,NA,0.845238095238095,"UDG UDP-GLUCOSE 6-DEHYDROGENASE ",FALSE,FALSE,FALSE,0,0
"523","group_3941","alanine dehydrogenase","ald_1",11,7,NA,0.836700336700337,"GROUP_3941 ALANINE DEHYDROGENASE ALD_1",FALSE,FALSE,FALSE,0,0
"524","group_3947","alanine dehydrogenase","ald_1",11,7,NA,0.836700336700337,"GROUP_3947 ALANINE DEHYDROGENASE ALD_1",FALSE,FALSE,FALSE,0,0
"525","group_4851","Esterase","",11,7,1,0.836700336700337,"GROUP_4851 ESTERASE ",FALSE,FALSE,FALSE,0,0
"526","group_5552","acetyltransferase","ydaF_4",11,7,NA,0.836700336700337,"GROUP_5552 ACETYLTRANSFERASE YDAF_4",FALSE,FALSE,FALSE,0,0
"527","group_9923","acetyltransferase","",11,7,NA,0.836700336700337,"GROUP_9923 ACETYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"528","lytA_5","autolysin","",11,7,7,0.836700336700337,"LYTA_5 AUTOLYSIN ",FALSE,FALSE,FALSE,0,0
"529","pezT","signal recognition particle GTPase","",11,7,2,0.836700336700337,"PEZT SIGNAL RECOGNITION PARTICLE GTPASE ",FALSE,FALSE,FALSE,0,0
"530","ydaF_4","acetyltransferase","",11,7,NA,0.836700336700337,"YDAF_4 ACETYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"531","group_11429","spermidine synthase","speE",19,12,3,0.830409356725146,"GROUP_11429 SPERMIDINE SYNTHASE SPEE",FALSE,FALSE,FALSE,0,0
"532","group_13990","ABC transporter ATP-binding protein","",19,12,2,0.830409356725146,"GROUP_13990 ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"533","group_4182","competence factor transport protein ComB","comB",19,12,5,0.830409356725146,"GROUP_4182 COMPETENCE FACTOR TRANSPORT PROTEIN COMB COMB",FALSE,FALSE,FALSE,0,0
"534","group_9207","GNAT family acetyltransferase","",19,12,5,0.830409356725146,"GROUP_9207 GNAT FAMILY ACETYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"535","irtA","ABC transporter ATP-binding protein/permease","",19,12,2,0.830409356725146,"IRTA ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE ",FALSE,FALSE,FALSE,0,0
"536","group_998","immunoglobulin A1 protease","iga_2",27,17,3,0.827846364883402,"GROUP_998 IMMUNOGLOBULIN A1 PROTEASE IGA_2",FALSE,FALSE,FALSE,0,0
"537","group_2633","PTS system IIB component (galactitol/fructose specific)","",24,15,4,0.821759259259259,"GROUP_2633 PTS SYSTEM IIB COMPONENT (GALACTITOL/FRUCTOSE SPECIFIC) ",FALSE,FALSE,FALSE,0,0
"538","group_3460","helix-turn-helix domain protein","",24,15,6,0.821759259259259,"GROUP_3460 HELIX-TURN-HELIX DOMAIN PROTEIN ",FALSE,FALSE,FALSE,0,0
"539","group_2825","glycosyl hydrolase family 31","yicI",16,10,NA,0.821759259259259,"GROUP_2825 GLYCOSYL HYDROLASE FAMILY 31 YICI",FALSE,FALSE,FALSE,0,0
"540","group_4735","glyoxalase","",16,10,NA,0.821759259259259,"GROUP_4735 GLYOXALASE ",FALSE,FALSE,FALSE,0,0
"541","ABC-NBD-truncation_2","ABC transporter permease","",8,5,NA,0.821759259259259,"ABC-NBD-TRUNCATION_2 ABC TRANSPORTER PERMEASE ",FALSE,FALSE,FALSE,0,0
"542","group_10953","MutT/NUDIX family protein","mutX_1",8,5,NA,0.821759259259259,"GROUP_10953 MUTT/NUDIX FAMILY PROTEIN MUTX_1",FALSE,FALSE,FALSE,0,0
"543","group_10954","MutT/NUDIX family protein","mutX_1",8,5,NA,0.821759259259259,"GROUP_10954 MUTT/NUDIX FAMILY PROTEIN MUTX_1",FALSE,FALSE,FALSE,0,0
"544","group_11133","restriction endonuclease R.XbaI","",8,5,NA,0.821759259259259,"GROUP_11133 RESTRICTION ENDONUCLEASE R.XBAI ",FALSE,FALSE,FALSE,0,0
"545","group_12583","ATPase","",8,5,NA,0.821759259259259,"GROUP_12583 ATPASE ",FALSE,FALSE,FALSE,0,0
"546","group_12755","ABC transporter ATP-binding protein","macB_1",8,5,NA,0.821759259259259,"GROUP_12755 ABC TRANSPORTER ATP-BINDING PROTEIN MACB_1",FALSE,FALSE,FALSE,0,0
"547","group_13012","DNA polymerase III delta' subunit","holB",8,5,NA,0.821759259259259,"GROUP_13012 DNA POLYMERASE III DELTA' SUBUNIT HOLB",FALSE,FALSE,FALSE,0,0
"548","group_13758","N-acetylglucosamine-6-phosphate deacetylase","nagA",8,5,5,0.821759259259259,"GROUP_13758 N-ACETYLGLUCOSAMINE-6-PHOSPHATE DEACETYLASE NAGA",FALSE,FALSE,FALSE,0,0
"549","group_14403","amino acid ABC transporter permease","yecS_1",8,5,NA,0.821759259259259,"GROUP_14403 AMINO ACID ABC TRANSPORTER PERMEASE YECS_1",FALSE,FALSE,FALSE,0,0
"550","group_14404","amino acid ABC transporter permease","yecS_3",8,5,NA,0.821759259259259,"GROUP_14404 AMINO ACID ABC TRANSPORTER PERMEASE YECS_3",FALSE,FALSE,FALSE,0,0
"551","group_14979","restriction enzyme","sau3AIR",8,5,NA,0.821759259259259,"GROUP_14979 RESTRICTION ENZYME SAU3AIR",FALSE,FALSE,FALSE,0,0
"552","group_16185","UPF0374 protein SSU05","",8,5,NA,0.821759259259259,"GROUP_16185 UPF0374 PROTEIN SSU05 ",FALSE,FALSE,FALSE,0,0
"553","group_17100","putative glutamine amidotransferase","",8,5,1,0.821759259259259,"GROUP_17100 PUTATIVE GLUTAMINE AMIDOTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"554","group_2562","choline binding protein E CbpE","lytB_3",8,5,NA,0.821759259259259,"GROUP_2562 CHOLINE BINDING PROTEIN E CBPE LYTB_3",FALSE,FALSE,FALSE,0,0
"555","group_3687","pyrrolidone-carboxylate peptidase (5-oxoprolyl-peptidase)","pcp_2",8,5,5,0.821759259259259,"GROUP_3687 PYRROLIDONE-CARBOXYLATE PEPTIDASE (5-OXOPROLYL-PEPTIDASE) PCP_2",FALSE,FALSE,FALSE,0,0
"556","group_4368","glycerate kinase","glxK",8,5,NA,0.821759259259259,"GROUP_4368 GLYCERATE KINASE GLXK",FALSE,FALSE,FALSE,0,0
"557","group_5459","zinc-containing alcohol dehydrogenase","xylB",8,5,NA,0.821759259259259,"GROUP_5459 ZINC-CONTAINING ALCOHOL DEHYDROGENASE XYLB",FALSE,FALSE,FALSE,0,0
"558","group_6088","translation factor","",8,5,NA,0.821759259259259,"GROUP_6088 TRANSLATION FACTOR ",FALSE,FALSE,FALSE,0,0
"559","group_6142","integral membrane protein","",8,5,NA,0.821759259259259,"GROUP_6142 INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"560","group_6147","integral membrane protein","",8,5,NA,0.821759259259259,"GROUP_6147 INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"561","group_6418","30S ribosomal protein S4","rpsD",8,5,NA,0.821759259259259,"GROUP_6418 30S RIBOSOMAL PROTEIN S4 RPSD",FALSE,FALSE,FALSE,0,0
"562","group_6529","putative transcriptional regulator","rggD_2",8,5,5,0.821759259259259,"GROUP_6529 PUTATIVE TRANSCRIPTIONAL REGULATOR RGGD_2",FALSE,FALSE,FALSE,0,0
"563","group_9021","DUF1706 domain-containing protein","",8,5,NA,0.821759259259259,"GROUP_9021 DUF1706 DOMAIN-CONTAINING PROTEIN ",FALSE,FALSE,FALSE,0,0
"564","holB","DNA polymerase III delta' subunit","",8,5,NA,0.821759259259259,"HOLB DNA POLYMERASE III DELTA' SUBUNIT ",FALSE,FALSE,FALSE,0,0
"565","nagA","N-acetylglucosamine-6-phosphate deacetylase","",8,5,5,0.821759259259259,"NAGA N-ACETYLGLUCOSAMINE-6-PHOSPHATE DEACETYLASE ",FALSE,FALSE,FALSE,0,0
"566","ycjP_2","ABC transporter permease SP1688","",8,5,NA,0.821759259259259,"YCJP_2 ABC TRANSPORTER PERMEASE SP1688 ",FALSE,FALSE,FALSE,0,0
"567","ypdA","sensor histidine kinase","",8,5,NA,0.821759259259259,"YPDA SENSOR HISTIDINE KINASE ",FALSE,FALSE,FALSE,0,0
"568","vraR_1","response regulator","",21,13,1,0.813932980599647,"VRAR_1 RESPONSE REGULATOR ",FALSE,FALSE,FALSE,0,0
"569","group_8769","phosphomethylpyrimidine kinase","pdxK",26,16,1,0.809116809116809,"GROUP_8769 PHOSPHOMETHYLPYRIMIDINE KINASE PDXK",FALSE,FALSE,FALSE,0,0
"570","pdxK","phosphomethylpyrimidine kinase","",26,16,1,0.809116809116809,"PDXK PHOSPHOMETHYLPYRIMIDINE KINASE ",FALSE,FALSE,FALSE,0,0
"571","group_11954","pneumococcal histidine triad protein E (Bvh-3)","phtE",13,8,NA,0.809116809116809,"GROUP_11954 PNEUMOCOCCAL HISTIDINE TRIAD PROTEIN E (BVH-3) PHTE",FALSE,FALSE,FALSE,0,0
"572","group_2094","competence-specific global transcription modulator","",13,8,3,0.809116809116809,"GROUP_2094 COMPETENCE-SPECIFIC GLOBAL TRANSCRIPTION MODULATOR ",FALSE,FALSE,FALSE,0,0
"573","group_2538","endo-beta-N-acetylglucosaminidase","strH_1",13,8,NA,0.809116809116809,"GROUP_2538 ENDO-BETA-N-ACETYLGLUCOSAMINIDASE STRH_1",FALSE,FALSE,FALSE,0,0
"574","group_3097","ABC transporter ATP-binding protein","malK_1",13,8,NA,0.809116809116809,"GROUP_3097 ABC TRANSPORTER ATP-BINDING PROTEIN MALK_1",FALSE,FALSE,FALSE,0,0
"575","group_6271","alpha mannosidase","mngB",13,8,NA,0.809116809116809,"GROUP_6271 ALPHA MANNOSIDASE MNGB",FALSE,FALSE,FALSE,0,0
"576","group_6957","sortase-like acyltransferase","",13,8,5,0.809116809116809,"GROUP_6957 SORTASE-LIKE ACYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"577","qmcA","spfh domain/band 7 family","",13,8,1,0.809116809116809,"QMCA SPFH DOMAIN/BAND 7 FAMILY ",FALSE,FALSE,FALSE,0,0
"578","tetM","tetracycline resistance protein TetM","",13,8,1,0.809116809116809,"TETM TETRACYCLINE RESISTANCE PROTEIN TETM ",FALSE,FALSE,FALSE,0,0
"579","group_11965","membrane protein","",18,11,3,0.803497942386831,"GROUP_11965 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"580","group_1566","Tn5253 bacteriocine putative","",18,11,1,0.803497942386831,"GROUP_1566 TN5253 BACTERIOCINE PUTATIVE ",FALSE,FALSE,FALSE,0,0
"581","group_2293","PTS system transporter subunit IIA","",18,11,5,0.803497942386831,"GROUP_2293 PTS SYSTEM TRANSPORTER SUBUNIT IIA ",FALSE,FALSE,FALSE,0,0
"582","group_4857","Esterase","",18,11,2,0.803497942386831,"GROUP_4857 ESTERASE ",FALSE,FALSE,FALSE,0,0
"583","group_9760","78-dihydro-8-oxoguanine-triphosphatase","",18,11,2,0.803497942386831,"GROUP_9760 78-DIHYDRO-8-OXOGUANINE-TRIPHOSPHATASE ",FALSE,FALSE,FALSE,0,0
"584","group_639","type I restriction-modification system subunit S","xerC_2",23,14,2,0.800322061191626,"GROUP_639 TYPE I RESTRICTION-MODIFICATION SYSTEM SUBUNIT S XERC_2",FALSE,FALSE,FALSE,0,0
"585","phpA","streptococcal histidine triad protein PhpA","",33,20,4,0.79685746352413,"PHPA STREPTOCOCCAL HISTIDINE TRIAD PROTEIN PHPA ",FALSE,FALSE,FALSE,0,0
"586","ung","uracil-DNA glycosylase","",33,20,4,0.79685746352413,"UNG URACIL-DNA GLYCOSYLASE ",FALSE,FALSE,FALSE,0,0
"587","group_10218","putative sucrose-specific phosphotransferase system (PTS) IIABC component","scrA",25,15,3,0.788888888888889,"GROUP_10218 PUTATIVE SUCROSE-SPECIFIC PHOSPHOTRANSFERASE SYSTEM (PTS) IIABC COMPONENT SCRA",FALSE,FALSE,FALSE,0,0
"588","group_3438","RNA methyltransferase","rlmCD_2",25,15,9,0.788888888888889,"GROUP_3438 RNA METHYLTRANSFERASE RLMCD_2",FALSE,FALSE,FALSE,0,0
"589","rlmCD_2","RNA methyltransferase","",25,15,9,0.788888888888889,"RLMCD_2 RNA METHYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"590","scrA","putative sucrose-specific phosphotransferase system (PTS) IIABC component","",25,15,3,0.788888888888889,"SCRA PUTATIVE SUCROSE-SPECIFIC PHOSPHOTRANSFERASE SYSTEM (PTS) IIABC COMPONENT ",FALSE,FALSE,FALSE,0,0
"591","group_5159","PTS system galactitol-specific family transporter subunit IIC","gatC_1",15,9,3,0.788888888888889,"GROUP_5159 PTS SYSTEM GALACTITOL-SPECIFIC FAMILY TRANSPORTER SUBUNIT IIC GATC_1",FALSE,FALSE,FALSE,0,0
"592","group_5316","transporter major facilitator family protein","",15,9,1,0.788888888888889,"GROUP_5316 TRANSPORTER MAJOR FACILITATOR FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"593","dpnC","type II restriction endonuclease DpnI","",10,6,1,0.788888888888889,"DPNC TYPE II RESTRICTION ENDONUCLEASE DPNI ",FALSE,FALSE,FALSE,0,0
"594","group_14426","integrase","",10,6,NA,0.788888888888889,"GROUP_14426 INTEGRASE ",FALSE,FALSE,FALSE,0,0
"595","group_20072","DNA-binding protein","",10,6,NA,0.788888888888889,"GROUP_20072 DNA-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"596","group_2073","competence-specific global transcription modulator","nusG",10,6,5,0.788888888888889,"GROUP_2073 COMPETENCE-SPECIFIC GLOBAL TRANSCRIPTION MODULATOR NUSG",FALSE,FALSE,FALSE,0,0
"597","group_3192","nitroreductase NADPH-flavin oxidoreductase","nfrA2",10,6,NA,0.788888888888889,"GROUP_3192 NITROREDUCTASE NADPH-FLAVIN OXIDOREDUCTASE NFRA2",FALSE,FALSE,FALSE,0,0
"598","group_5261","LysM domain protein","xlyA",10,6,1,0.788888888888889,"GROUP_5261 LYSM DOMAIN PROTEIN XLYA",FALSE,FALSE,FALSE,0,0
"599","group_5311","cell wall surface anchor family protein","spaP",10,6,NA,0.788888888888889,"GROUP_5311 CELL WALL SURFACE ANCHOR FAMILY PROTEIN SPAP",FALSE,FALSE,FALSE,0,0
"600","hhaIM","DNA modification methylase","",10,6,1,0.788888888888889,"HHAIM DNA MODIFICATION METHYLASE ",FALSE,FALSE,FALSE,0,0
"601","mtlF","mannitol-specific phosphotransferase EIIA","",10,6,1,0.788888888888889,"MTLF MANNITOL-SPECIFIC PHOSPHOTRANSFERASE EIIA ",FALSE,FALSE,FALSE,0,0
"602","rggD_2","putative transcriptional regulator","",10,6,5,0.788888888888889,"RGGD_2 PUTATIVE TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
"603","group_6115","ABC transporter ATP-binding protein/permease","yheI_1",22,13,1,0.776936026936027,"GROUP_6115 ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE YHEI_1",FALSE,FALSE,FALSE,0,0
"604","bacA","undecaprenol kinase","",17,10,NA,0.773420479302832,"BACA UNDECAPRENOL KINASE ",FALSE,FALSE,FALSE,0,0
"605","fabG2","chlorohydrolase/deaminase family protein","",17,10,5,0.773420479302832,"FABG2 CHLOROHYDROLASE/DEAMINASE FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"606","group_12072","Fic protein family","",17,10,5,0.773420479302832,"GROUP_12072 FIC PROTEIN FAMILY ",FALSE,FALSE,FALSE,0,0
"607","group_16273","adenylosuccinate lyase","",17,10,NA,0.773420479302832,"GROUP_16273 ADENYLOSUCCINATE LYASE ",FALSE,FALSE,FALSE,0,0
"608","group_3094","ABC transporter ATP-binding protein","fbpC",17,10,2,0.773420479302832,"GROUP_3094 ABC TRANSPORTER ATP-BINDING PROTEIN FBPC",FALSE,FALSE,FALSE,0,0
"609","group_4022","branched-chain amino acid permease","ygaZ",17,10,NA,0.773420479302832,"GROUP_4022 BRANCHED-CHAIN AMINO ACID PERMEASE YGAZ",FALSE,FALSE,FALSE,0,0
"610","hysA","hyaluronidase","",17,10,NA,0.773420479302832,"HYSA HYALURONIDASE ",FALSE,FALSE,FALSE,0,0
"611","group_1005","immunoglobulin A1 protease","iga_2",29,17,2,0.770753512132823,"GROUP_1005 IMMUNOGLOBULIN A1 PROTEASE IGA_2",FALSE,FALSE,FALSE,0,0
"612","yhbU_1","U32 family peptidase","",29,17,5,0.770753512132823,"YHBU_1 U32 FAMILY PEPTIDASE ",FALSE,FALSE,FALSE,0,0
"613","gla","glycerol facilitator-aquaporin","",12,7,2,0.766975308641975,"GLA GLYCEROL FACILITATOR-AQUAPORIN ",FALSE,FALSE,FALSE,0,0
"614","group_13350","transporter","",12,7,NA,0.766975308641975,"GROUP_13350 TRANSPORTER ",FALSE,FALSE,FALSE,0,0
"615","group_13351","transporter","",12,7,NA,0.766975308641975,"GROUP_13351 TRANSPORTER ",FALSE,FALSE,FALSE,0,0
"616","group_14020","glycerol facilitator-aquaporin","gla",12,7,2,0.766975308641975,"GROUP_14020 GLYCEROL FACILITATOR-AQUAPORIN GLA",FALSE,FALSE,FALSE,0,0
"617","group_199","choline binding protein A","cbpA",12,7,1,0.766975308641975,"GROUP_199 CHOLINE BINDING PROTEIN A CBPA",FALSE,FALSE,FALSE,0,0
"618","group_392","cell envelope integrity inner membrane protein TolA","",12,7,2,0.766975308641975,"GROUP_392 CELL ENVELOPE INTEGRITY INNER MEMBRANE PROTEIN TOLA ",FALSE,FALSE,FALSE,0,0
"619","group_4452","replication initiator protein A","repA",12,7,NA,0.766975308641975,"GROUP_4452 REPLICATION INITIATOR PROTEIN A REPA",FALSE,FALSE,FALSE,0,0
"620","group_5930","polar amino acid ABC uptake transporter substrate binding protein","fliY",12,7,NA,0.766975308641975,"GROUP_5930 POLAR AMINO ACID ABC UPTAKE TRANSPORTER SUBSTRATE BINDING PROTEIN FLIY",FALSE,FALSE,FALSE,0,0
"621","group_6268","acetyltransferase","",12,7,2,0.766975308641975,"GROUP_6268 ACETYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"622","group_641","type I restriction-modification system S subunit putative","xerC_1",12,7,1,0.766975308641975,"GROUP_641 TYPE I RESTRICTION-MODIFICATION SYSTEM S SUBUNIT PUTATIVE XERC_1",FALSE,FALSE,FALSE,0,0
"623","group_6907","helicase ComFA","comFA",12,7,3,0.766975308641975,"GROUP_6907 HELICASE COMFA COMFA",FALSE,FALSE,FALSE,0,0
"624","group_9028","Helicase","",12,7,NA,0.766975308641975,"GROUP_9028 HELICASE ",FALSE,FALSE,FALSE,0,0
"625","group_4106","ABC transporter membrane-spanning protein","",19,11,1,0.761208576998051,"GROUP_4106 ABC TRANSPORTER MEMBRANE-SPANNING PROTEIN ",FALSE,FALSE,FALSE,0,0
"626","group_629","toxin-antitoxin system antitoxin componentAbrB family","xerC_2",19,11,1,0.761208576998051,"GROUP_629 TOXIN-ANTITOXIN SYSTEM ANTITOXIN COMPONENTABRB FAMILY XERC_2",FALSE,FALSE,FALSE,0,0
"627","pphA","serine/threonine protein phosphatase","",26,15,8,0.758547008547009,"PPHA SERINE/THREONINE PROTEIN PHOSPHATASE ",FALSE,FALSE,FALSE,0,0
"628","ftsH_2","competence-specific global transcription modulator","",33,19,3,0.757014590347924,"FTSH_2 COMPETENCE-SPECIFIC GLOBAL TRANSCRIPTION MODULATOR ",FALSE,FALSE,FALSE,0,0
"629","clpC_1","Group II intron maturase","",21,12,5,0.751322751322751,"CLPC_1 GROUP II INTRON MATURASE ",FALSE,FALSE,FALSE,0,0
"630","group_1490","putative antireceptor","",21,12,NA,0.751322751322751,"GROUP_1490 PUTATIVE ANTIRECEPTOR ",FALSE,FALSE,FALSE,0,0
"631","group_4430","Group II intron maturase","clpC_1",21,12,3,0.751322751322751,"GROUP_4430 GROUP II INTRON MATURASE CLPC_1",FALSE,FALSE,FALSE,0,0
"632","hemH","protoheme ferro-lyase","",21,12,4,0.751322751322751,"HEMH PROTOHEME FERRO-LYASE ",FALSE,FALSE,FALSE,0,0
"633","macB_5","ABC transporter ATP-binding protein","",21,12,4,0.751322751322751,"MACB_5 ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"634","cbiO","cobalt ABC transporter ATP-binding protein","",14,8,5,0.751322751322751,"CBIO COBALT ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"635","cbiQ","ABC transporter permease","",14,8,5,0.751322751322751,"CBIQ ABC TRANSPORTER PERMEASE ",FALSE,FALSE,FALSE,0,0
"636","group_11443","ABC transporter permease","cbiQ",14,8,5,0.751322751322751,"GROUP_11443 ABC TRANSPORTER PERMEASE CBIQ",FALSE,FALSE,FALSE,0,0
"637","group_16699","XRE family transcriptional regulator","",14,8,1,0.751322751322751,"GROUP_16699 XRE FAMILY TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
"638","group_2356","aquaporin Z","aqpZ",14,8,NA,0.751322751322751,"GROUP_2356 AQUAPORIN Z AQPZ",FALSE,FALSE,FALSE,0,0
"639","group_4163","Na+ ABC transporter ATP-binding protein","ecsA_2",14,8,3,0.751322751322751,"GROUP_4163 NA+ ABC TRANSPORTER ATP-BINDING PROTEIN ECSA_2",FALSE,FALSE,FALSE,0,0
"640","group_4491","alpha-glycerophosphate oxidase","glpO",14,8,NA,0.751322751322751,"GROUP_4491 ALPHA-GLYCEROPHOSPHATE OXIDASE GLPO",FALSE,FALSE,FALSE,0,0
"641","group_6747","cobalt ABC transporter ATP-binding protein","cbiO",14,8,5,0.751322751322751,"GROUP_6747 COBALT ABC TRANSPORTER ATP-BINDING PROTEIN CBIO",FALSE,FALSE,FALSE,0,0
"642","group_8439","putative transcriptional regulator MtlR","",14,8,1,0.751322751322751,"GROUP_8439 PUTATIVE TRANSCRIPTIONAL REGULATOR MTLR ",FALSE,FALSE,FALSE,0,0
"643","group_8493","peptidoglycan N-acetylglucosamine deacetylase A","pgdA",14,8,2,0.751322751322751,"GROUP_8493 PEPTIDOGLYCAN N-ACETYLGLUCOSAMINE DEACETYLASE A PGDA",FALSE,FALSE,FALSE,0,0
"644","group_8588","transcriptional regulator protein","",14,8,NA,0.751322751322751,"GROUP_8588 TRANSCRIPTIONAL REGULATOR PROTEIN ",FALSE,FALSE,FALSE,0,0
"645","msbA_1","ABC transporter ATP-binding protein","",14,8,1,0.751322751322751,"MSBA_1 ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"646","aqpZ2","aquaporin Z-water channel protein","",7,4,1,0.751322751322751,"AQPZ2 AQUAPORIN Z-WATER CHANNEL PROTEIN ",FALSE,FALSE,FALSE,0,0
"647","group_10296","beta-galactosidase subunit beta","tabA_2",7,4,NA,0.751322751322751,"GROUP_10296 BETA-GALACTOSIDASE SUBUNIT BETA TABA_2",FALSE,FALSE,FALSE,0,0
"648","group_12175","transcriptional regulator TENA/THI-4 family protein","tenA_2",7,4,1,0.751322751322751,"GROUP_12175 TRANSCRIPTIONAL REGULATOR TENA/THI-4 FAMILY PROTEIN TENA_2",FALSE,FALSE,FALSE,0,0
"649","group_13744","ABC transporter permease","ycjP_4",7,4,3,0.751322751322751,"GROUP_13744 ABC TRANSPORTER PERMEASE YCJP_4",FALSE,FALSE,FALSE,0,0
"650","group_13889","undecaprenol kinase","bacA",7,4,NA,0.751322751322751,"GROUP_13889 UNDECAPRENOL KINASE BACA",FALSE,FALSE,FALSE,0,0
"651","group_1609","gp27","",7,4,NA,0.751322751322751,"GROUP_1609 GP27 ",FALSE,FALSE,FALSE,0,0
"652","group_16763","protein Ymh","",7,4,1,0.751322751322751,"GROUP_16763 PROTEIN YMH ",FALSE,FALSE,FALSE,0,0
"653","group_17020","cell wall biosynthesis glycosyltransferase","hyaD_2",7,4,NA,0.751322751322751,"GROUP_17020 CELL WALL BIOSYNTHESIS GLYCOSYLTRANSFERASE HYAD_2",FALSE,FALSE,FALSE,0,0
"654","group_18686","LicD superfamily protein","wefL",7,4,NA,0.751322751322751,"GROUP_18686 LICD SUPERFAMILY PROTEIN WEFL",FALSE,FALSE,FALSE,0,0
"655","group_2257","gp24","",7,4,NA,0.751322751322751,"GROUP_2257 GP24 ",FALSE,FALSE,FALSE,0,0
"656","group_3617","putative DNA methylase","hpaIIM",7,4,NA,0.751322751322751,"GROUP_3617 PUTATIVE DNA METHYLASE HPAIIM",FALSE,FALSE,FALSE,0,0
"657","group_4540","D-alanyl carrier protein DCP","dltC",7,4,NA,0.751322751322751,"GROUP_4540 D-ALANYL CARRIER PROTEIN DCP DLTC",FALSE,FALSE,FALSE,0,0
"658","group_5178","lanthionine synthetase C-like protein","",7,4,NA,0.751322751322751,"GROUP_5178 LANTHIONINE SYNTHETASE C-LIKE PROTEIN ",FALSE,FALSE,FALSE,0,0
"659","group_5435","ABC zinc transporter metal-binding lipoprotein","adcA",7,4,3,0.751322751322751,"GROUP_5435 ABC ZINC TRANSPORTER METAL-BINDING LIPOPROTEIN ADCA",FALSE,FALSE,FALSE,0,0
"660","group_5660","gluthatione peroxidase","gpo",7,4,NA,0.751322751322751,"GROUP_5660 GLUTHATIONE PEROXIDASE GPO",FALSE,FALSE,FALSE,0,0
"661","group_6108","major facilitator superfamily permease","",7,4,1,0.751322751322751,"GROUP_6108 MAJOR FACILITATOR SUPERFAMILY PERMEASE ",FALSE,FALSE,FALSE,0,0
"662","group_6123","14-alpha-glucan branching enzyme","glgB",7,4,NA,0.751322751322751,"GROUP_6123 14-ALPHA-GLUCAN BRANCHING ENZYME GLGB",FALSE,FALSE,FALSE,0,0
"663","group_7311","putative metal-dependent membrane protease","",7,4,NA,0.751322751322751,"GROUP_7311 PUTATIVE METAL-DEPENDENT MEMBRANE PROTEASE ",FALSE,FALSE,FALSE,0,0
"664","group_7723","caax amino protease family protein","",7,4,NA,0.751322751322751,"GROUP_7723 CAAX AMINO PROTEASE FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"665","pbp1A","penicillin-binding protein 1A","",7,4,2,0.751322751322751,"PBP1A PENICILLIN-BINDING PROTEIN 1A ",FALSE,FALSE,FALSE,0,0
"666","tabA_2","beta-galactosidase subunit beta","",7,4,NA,0.751322751322751,"TABA_2 BETA-GALACTOSIDASE SUBUNIT BETA ",FALSE,FALSE,FALSE,0,0
"667","tenA_2","transcriptional regulator TENA/THI-4 family protein","",7,4,1,0.751322751322751,"TENA_2 TRANSCRIPTIONAL REGULATOR TENA/THI-4 FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
