"","coef","Gene"
"GROUP_471_MOBILE GENETIC ELEMENT",0.0848722965566455,"GROUP_471_MOBILE GENETIC ELEMENT"
"GROUP_14680_ADENINE PHOSPHORIBOSYLTRANSFERASE",0.0844662641698166,"GROUP_14680_ADENINE PHOSPHORIBOSYLTRANSFERASE"
"GROUP_12072_FIC PROTEIN FAMILY",0.0843830255057762,"GROUP_12072_FIC PROTEIN FAMILY"
"GALT_GALACTOSE-1-PHOSPHATE URIDYLYLTRANSFERASE",0.0840086201407641,"GALT_GALACTOSE-1-PHOSPHATE URIDYLYLTRANSFERASE"
"XERD_1_TYROSINE RECOMBINASE",0.0838710940798271,"XERD_1_TYROSINE RECOMBINASE"
"GROUP_16809_BACTERIOPHAGE TERMINASE PROTEIN SMALL SUBUNIT",0.0836040820307183,"GROUP_16809_BACTERIOPHAGE TERMINASE PROTEIN SMALL SUBUNIT"
"GROUP_5639_PULLULANASE",0.0834862716481123,"GROUP_5639_PULLULANASE"
"GROUP_11964_MEMBRANE PROTEIN",0.0831525901818555,"GROUP_11964_MEMBRANE PROTEIN"
"GROUP_5457_ZINC-CONTAINING ALCOHOL DEHYDROGENASE",0.0828758278619993,"GROUP_5457_ZINC-CONTAINING ALCOHOL DEHYDROGENASE"
"GROUP_14904_PHAGE PROTEIN",0.0827859571919413,"GROUP_14904_PHAGE PROTEIN"
"YHGF_S1 RNA-BINDING DOMAIN-CONTAINING PROTEIN",0.0822400440793278,"YHGF_S1 RNA-BINDING DOMAIN-CONTAINING PROTEIN"
"GROUP_497_TYPE I RESTRICTION-MODIFICATION SYSTEM S PROTEIN",0.08210680058319,"GROUP_497_TYPE I RESTRICTION-MODIFICATION SYSTEM S PROTEIN"
"GROUP_17474_BACTERIOCIN BLPO",0.0821067969446369,"GROUP_17474_BACTERIOCIN BLPO"
"GROUP_9471_PHAGE PROTEIN",0.0821000446074393,"GROUP_9471_PHAGE PROTEIN"
"GROUP_4182_COMPETENCE FACTOR TRANSPORT PROTEIN COMB",0.0817586502912873,"GROUP_4182_COMPETENCE FACTOR TRANSPORT PROTEIN COMB"
"GROUP_1005_IMMUNOGLOBULIN A1 PROTEASE",0.0816866521129195,"GROUP_1005_IMMUNOGLOBULIN A1 PROTEASE"
"GROUP_8722_ATPASE COMPONENT OF ABC TRANSPORTER WITH DUPLICATED ATPASE DOMAINS",0.0815894893454669,"GROUP_8722_ATPASE COMPONENT OF ABC TRANSPORTER WITH DUPLICATED ATPASE DOMAINS"
"GROUP_13470_BLPN PROTEIN",0.0815100007668961,"GROUP_13470_BLPN PROTEIN"
"GROUP_5523_RIBOSOMAL SMALL SUBUNIT PSEUDOURIDINE SYNTHASE A",0.0813997939370261,"GROUP_5523_RIBOSOMAL SMALL SUBUNIT PSEUDOURIDINE SYNTHASE A"
"GROUP_11821_HYDROLASE",0.0812811935315687,"GROUP_11821_HYDROLASE"
"GROUP_6742_INTEGRAL MEMBRANE PROTEIN",0.0811292137049544,"GROUP_6742_INTEGRAL MEMBRANE PROTEIN"
"LSRC_ABC TRANSPORTER PERMEASE",0.0811049162066265,"LSRC_ABC TRANSPORTER PERMEASE"
"GROUP_10085_LACTOCOCCIN 972 FAMILY BACTERIOCIN",0.0810455071283993,"GROUP_10085_LACTOCOCCIN 972 FAMILY BACTERIOCIN"
"GROUP_14020_GLYCEROL FACILITATOR-AQUAPORIN",0.0800498120731854,"GROUP_14020_GLYCEROL FACILITATOR-AQUAPORIN"
"TKTN_TRANSKETOLASE N-TERMINAL SECTION",0.0797797084790072,"TKTN_TRANSKETOLASE N-TERMINAL SECTION"
"GROUP_14995_FLAVODOXIN",0.0795690207593753,"GROUP_14995_FLAVODOXIN"
"CYSW_IRON ABC TRANSPORTER PERMEASE",0.0792847659909588,"CYSW_IRON ABC TRANSPORTER PERMEASE"
"SCRB_GLYCOSYL HYDROLASES FAMILY 32",0.0792503265675309,"SCRB_GLYCOSYL HYDROLASES FAMILY 32"
"GROUP_7354_TRANSCRIPTIONAL ACTIVATOR RGG/GADR/MUTR FAMILY PROTEIN",0.07912166150266,"GROUP_7354_TRANSCRIPTIONAL ACTIVATOR RGG/GADR/MUTR FAMILY PROTEIN"
"GROUP_3011_ION TRANSPORTER",0.0789292362859802,"GROUP_3011_ION TRANSPORTER"
"GROUP_13012_DNA POLYMERASE III DELTA' SUBUNIT",0.078423438930081,"GROUP_13012_DNA POLYMERASE III DELTA' SUBUNIT"
"LACG_1_6-PHOSPHO-BETA-GALACTOSIDASE",0.0782841605632206,"LACG_1_6-PHOSPHO-BETA-GALACTOSIDASE"
"GROUP_1566_TN5253 BACTERIOCINE PUTATIVE",0.078159133664832,"GROUP_1566_TN5253 BACTERIOCINE PUTATIVE"
"YDHF_ALDO/KETO REDUCTASE FAMILY OXIDOREDUCTASE",0.0781247057514436,"YDHF_ALDO/KETO REDUCTASE FAMILY OXIDOREDUCTASE"
"GROUP_5846_SORTASE",0.078073697960652,"GROUP_5846_SORTASE"
"GROUP_9611_MEMBRANE PROTEIN",0.0778661713690343,"GROUP_9611_MEMBRANE PROTEIN"
"GROUP_7251_TRANSCRIPTION ANTITERMINATOR LICT",0.0778323284101651,"GROUP_7251_TRANSCRIPTION ANTITERMINATOR LICT"
"GROUP_12836_FERRIC CATIONS IMPORT ATP-BINDING PROTEIN FBPC",0.0777585057517881,"GROUP_12836_FERRIC CATIONS IMPORT ATP-BINDING PROTEIN FBPC"
"GROUP_11559_INTEGRASE",0.0773227146646064,"GROUP_11559_INTEGRASE"
"GROUP_14466_PROPHAGE LAMBDASA2 SITE-SPECIFIC RECOMBINASE PHAGE INTEGRASE FAMILY",0.0772148255038409,"GROUP_14466_PROPHAGE LAMBDASA2 SITE-SPECIFIC RECOMBINASE PHAGE INTEGRASE FAMILY"
"PURA_ADENYLOSUCCINATE SYNTHETASE",0.0768313922969548,"PURA_ADENYLOSUCCINATE SYNTHETASE"
"GROUP_2217_TYPE I RESTRICTION-MODIFICATION SYSTEM R SUBUNIT",0.0766536161863586,"GROUP_2217_TYPE I RESTRICTION-MODIFICATION SYSTEM R SUBUNIT"
"GROUP_9398_PHAGE PROTEIN",0.07656173010381,"GROUP_9398_PHAGE PROTEIN"
"GROUP_12915_BETA-LACTAMASE",0.0764803372241563,"GROUP_12915_BETA-LACTAMASE"
"GROUP_17452_PHAGE PORTAL PROTEIN HK97 FAMILY",0.0764756484579683,"GROUP_17452_PHAGE PORTAL PROTEIN HK97 FAMILY"
"GROUP_16810_PHAGE PROTEIN",0.0761887186995307,"GROUP_16810_PHAGE PROTEIN"
"GROUP_3273_ABC TRANSPORTER ATP-BINDING PROTEIN",0.0757925673815672,"GROUP_3273_ABC TRANSPORTER ATP-BINDING PROTEIN"
"PHTD_HISTIDINE TRIAD PROTEIN D",0.0757450088631989,"PHTD_HISTIDINE TRIAD PROTEIN D"
"GROUP_5311_CELL WALL SURFACE ANCHOR FAMILY PROTEIN",0.0754929674326375,"GROUP_5311_CELL WALL SURFACE ANCHOR FAMILY PROTEIN"
"DNAC_2_DNA REPLICATION PROTEIN",0.0754732275807204,"DNAC_2_DNA REPLICATION PROTEIN"
"GROUP_10304_ABC TRANSPORTER ATP-BINDING PROTEIN",0.0752853456752243,"GROUP_10304_ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_982_N-ETHYLAMMELINE CHLOROHYDROLASE",0.0748902981009653,"GROUP_982_N-ETHYLAMMELINE CHLOROHYDROLASE"
"GROUP_5966_ABC TRANSPORTER ATP-BINDING PROTEIN",0.0748698204486866,"GROUP_5966_ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_6734_ALCOHOL DEHYDROGENASE",0.07485215430476,"GROUP_6734_ALCOHOL DEHYDROGENASE"
"PULA_2_PULLULANASE",0.0747615381694104,"PULA_2_PULLULANASE"
"GROUP_16359_PHAGE MAJOR TAIL PROTEIN",0.0744163196132398,"GROUP_16359_PHAGE MAJOR TAIL PROTEIN"
"GROUP_2992_MULTIDRUG ABC TRANSPORTER ATPASE",0.0743157228769921,"GROUP_2992_MULTIDRUG ABC TRANSPORTER ATPASE"
"GROUP_4704_MUTT/NUDIX FAMILY PROTEIN",0.0738556675374808,"GROUP_4704_MUTT/NUDIX FAMILY PROTEIN"
"GROUP_5647_OXIDOREDUCTASE",0.0738083815004783,"GROUP_5647_OXIDOREDUCTASE"
"GROUP_2719_PHAGE HOLIN LL-H FAMILY",0.0737014176639443,"GROUP_2719_PHAGE HOLIN LL-H FAMILY"
"GROUP_11594_PHAGE PROTEIN",0.0735823899139704,"GROUP_11594_PHAGE PROTEIN"
"GROUP_421_MOBILE GENETIC ELEMENT",0.0734744845182417,"GROUP_421_MOBILE GENETIC ELEMENT"
"GROUP_424_MOBILE GENETIC ELEMENT",0.0732389045587065,"GROUP_424_MOBILE GENETIC ELEMENT"
"PEB1A_GLUTAMINE-BINDING PROTEIN",0.0731129528805745,"PEB1A_GLUTAMINE-BINDING PROTEIN"
"LACT_TRANSCRIPTION ANTITERMINATOR LACT",0.0730770299306147,"LACT_TRANSCRIPTION ANTITERMINATOR LACT"
"GROUP_177_CHLOROHYDROLASE",0.0730179914519249,"GROUP_177_CHLOROHYDROLASE"
"GROUP_4850_ESTERASE",0.0729527499170924,"GROUP_4850_ESTERASE"
"PGDA_PEPTIDOGLYCAN N-ACETYLGLUCOSAMINE DEACETYLASE A",0.0727511794488975,"PGDA_PEPTIDOGLYCAN N-ACETYLGLUCOSAMINE DEACETYLASE A"
"GROUP_10959_ABC TRANSPORTER ATP-BINDING PROTEIN",0.072732971608369,"GROUP_10959_ABC TRANSPORTER ATP-BINDING PROTEIN"
"PNPA_POLYRIBONUCLEOTIDE NUCLEOTIDYLTRANSFERASE",0.0718611152988688,"PNPA_POLYRIBONUCLEOTIDE NUCLEOTIDYLTRANSFERASE"
"GROUP_18356_BACTERIOPHAGE PI2 PROTEIN 38",0.0717245724632179,"GROUP_18356_BACTERIOPHAGE PI2 PROTEIN 38"
"GROUP_4624_MEMBRANE PROTEIN",0.0716068051632696,"GROUP_4624_MEMBRANE PROTEIN"
"SECA2_PREPROTEIN TRANSLOCASE SECA2",0.0713756859334116,"SECA2_PREPROTEIN TRANSLOCASE SECA2"
"GROUP_10547_ABC TRANSPORTER ATP-BINDING PROTEIN",0.0713633593977095,"GROUP_10547_ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_5871_DAMAGE INDUCIBLE DINF PROTEIN",0.0712133606051712,"GROUP_5871_DAMAGE INDUCIBLE DINF PROTEIN"
"GROUP_4705_MUTT/NUDIX FAMILY PROTEIN",0.0711957976988229,"GROUP_4705_MUTT/NUDIX FAMILY PROTEIN"
"LIPO_2_EXTRACELLULAR SOLUTE-BINDING PROTEIN",0.0710664627452491,"LIPO_2_EXTRACELLULAR SOLUTE-BINDING PROTEIN"
"GROUP_9522_GLUTAMATE DEHYDROGENASE",0.0710156039943497,"GROUP_9522_GLUTAMATE DEHYDROGENASE"
"GROUP_18357_BACTERIOPHAGE PI2 PROTEIN 39",0.0709040651151651,"GROUP_18357_BACTERIOPHAGE PI2 PROTEIN 39"
"GROUP_14450_PHAGE SCAFFOLDING PROTEIN",0.0708096655342966,"GROUP_14450_PHAGE SCAFFOLDING PROTEIN"
"GROUP_7337_PTS SYSTEM TRANSPORTER SUBUNIT IIC",0.0706999045816575,"GROUP_7337_PTS SYSTEM TRANSPORTER SUBUNIT IIC"
"GROUP_12666_DNA-BINDING RESPONSE REGULATOR",0.0704889222645171,"GROUP_12666_DNA-BINDING RESPONSE REGULATOR"
"GROUP_3339_SPERMIDINE/PUTRESCINE IMPORT ATP-BINDING PROTEIN POTA",0.0703253322211313,"GROUP_3339_SPERMIDINE/PUTRESCINE IMPORT ATP-BINDING PROTEIN POTA"
"GROUP_10743_DPND PROTEIN",0.0702570011756816,"GROUP_10743_DPND PROTEIN"
"GROUP_7775_PHAGE PROTEIN",0.069785341962577,"GROUP_7775_PHAGE PROTEIN"
"GROUP_1976_U32 FAMILY PEPTIDASE",0.0697138877811011,"GROUP_1976_U32 FAMILY PEPTIDASE"
"GROUP_8576_MEMBRANE PROTEIN",0.0696885658654594,"GROUP_8576_MEMBRANE PROTEIN"
"PHES_PHENYLALANYL-TRNA SYNTHETASE ALPHA CHAIN",0.0695578889220222,"PHES_PHENYLALANYL-TRNA SYNTHETASE ALPHA CHAIN"
"GROUP_5994_CAAX AMINO PROTEASE FAMILY PROTEIN",0.0695340355498459,"GROUP_5994_CAAX AMINO PROTEASE FAMILY PROTEIN"
"GROUP_12754_ABC TRANSPORTER ATP-BINDING PROTEIN",0.0694375482971543,"GROUP_12754_ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_4824_ABC TRANSPORTER ATP-BINDING PROTEIN",0.0692442683076882,"GROUP_4824_ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_11963_MEMBRANE PROTEIN",0.0689663249120478,"GROUP_11963_MEMBRANE PROTEIN"
"LYTA_2_SURFACE PROTEIN A",0.0689493551294334,"LYTA_2_SURFACE PROTEIN A"
"GROUP_5532_RIBONUCLEASE HII",0.0683928674228519,"GROUP_5532_RIBONUCLEASE HII"
"GROUP_3332_BINDING-PROTEIN-DEPENDENT TRANSPORT SYSTEMS INNER MEMBRANE COMPONENT",0.0683690799011182,"GROUP_3332_BINDING-PROTEIN-DEPENDENT TRANSPORT SYSTEMS INNER MEMBRANE COMPONENT"
"GROUP_8647_TAGATOSE-6-PHOSPHATE KINASE",0.0682939447312971,"GROUP_8647_TAGATOSE-6-PHOSPHATE KINASE"
"ARGG_ARGININOSUCCINATE SYNTHASE TRUNCATION",0.0682288607783873,"ARGG_ARGININOSUCCINATE SYNTHASE TRUNCATION"
"GROUP_14805_PROTEIN LPLB",0.0682021169327014,"GROUP_14805_PROTEIN LPLB"
"ARTM_6_MEMBRANE PROTEIN",0.0678933355170242,"ARTM_6_MEMBRANE PROTEIN"
"GROUP_14003_MEMBRANE PROTEIN",0.0675839359608267,"GROUP_14003_MEMBRANE PROTEIN"
"GROUP_17366_THREONINE DEHYDRATASE",0.0674833931264006,"GROUP_17366_THREONINE DEHYDRATASE"
"GROUP_8253_PHOSPHOPENTOMUTASE",0.0674088094556982,"GROUP_8253_PHOSPHOPENTOMUTASE"
"GROUP_18294_TRANSCRIPTION TERMINATION FACTOR",0.0672352464565271,"GROUP_18294_TRANSCRIPTION TERMINATION FACTOR"
"ASP2_ACCESSORY SECRETORY PROTEIN ASP2",0.0668485670638737,"ASP2_ACCESSORY SECRETORY PROTEIN ASP2"
"PBLB_PBLB",0.0667646856999701,"PBLB_PBLB"
"GROUP_9508_SPHINGOSINE KINASE",0.0665956304061866,"GROUP_9508_SPHINGOSINE KINASE"
"GROUP_10606_BACTERIOPHAGE TERMINASE",0.0665534076099319,"GROUP_10606_BACTERIOPHAGE TERMINASE"
"GROUP_10954_MUTT/NUDIX FAMILY PROTEIN",0.0664127868018194,"GROUP_10954_MUTT/NUDIX FAMILY PROTEIN"
"GROUP_6018_PROPHAGE SA05 P4 FAMILY DNA PRIMASE",0.0663723572634339,"GROUP_6018_PROPHAGE SA05 P4 FAMILY DNA PRIMASE"
"GROUP_5141_PTS SYSTEM TRANSPORTER SUBUNIT IIBC",0.0662908170686558,"GROUP_5141_PTS SYSTEM TRANSPORTER SUBUNIT IIBC"
"GROUP_11645_TRK FAMILY POTASSIUM UPTAKE PROTEIN",0.0658390689427977,"GROUP_11645_TRK FAMILY POTASSIUM UPTAKE PROTEIN"
"GROUP_16741_FIG086557: CONJUGATION RELATED PROTEIN",0.0654866077761217,"GROUP_16741_FIG086557: CONJUGATION RELATED PROTEIN"
"UBIE_2_METHYLTRANSFERASE SMALL DOMAIN SUPERFAMILY",0.0653272459777345,"UBIE_2_METHYLTRANSFERASE SMALL DOMAIN SUPERFAMILY"
"GROUP_4174_COMPETENCE PROTEIN",0.0650949198707679,"GROUP_4174_COMPETENCE PROTEIN"
"GROUP_15626_ABC TRANSPORTER PERMEASE",0.0649637751845701,"GROUP_15626_ABC TRANSPORTER PERMEASE"
"GROUP_5013_ABC-2 FAMILY TRANSPORTER PROTEIN",0.0649539105808419,"GROUP_5013_ABC-2 FAMILY TRANSPORTER PROTEIN"
"QUEF_7-CYANO-7-DEAZAGUANINE REDUCTASE",0.0647930395420101,"QUEF_7-CYANO-7-DEAZAGUANINE REDUCTASE"
"GROUP_13483_16S RRNA METHYLTRANSFERASE GIDB",0.0647002081801727,"GROUP_13483_16S RRNA METHYLTRANSFERASE GIDB"
"GROUP_11446_BLPT PROTEIN FUSION",0.0645389231013335,"GROUP_11446_BLPT PROTEIN FUSION"
"GROUP_11457_PHOSPHOPENTOMUTASE",0.0644592961566917,"GROUP_11457_PHOSPHOPENTOMUTASE"
"YCEG_AMINODEOXYCHORISMATE LYASE",0.0643682931480572,"YCEG_AMINODEOXYCHORISMATE LYASE"
"GROUP_7392_PTS SYSTEM LACTOSE-SPECIFIC IIBC",0.0643540279134501,"GROUP_7392_PTS SYSTEM LACTOSE-SPECIFIC IIBC"
"FBPC2_ABC TRANSPORTER ATP-BINDING PROTEIN",0.0642149477622609,"FBPC2_ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_15582_DNA-BINDING PROTEIN",0.0640672651258883,"GROUP_15582_DNA-BINDING PROTEIN"
"GROUP_8630_PERMEASE",0.0637292638079303,"GROUP_8630_PERMEASE"
"GROUP_10524_SIGNAL PEPTIDE",0.0636031296602451,"GROUP_10524_SIGNAL PEPTIDE"
"THIE_2_THIAMINE-PHOSPHATE PYROPHOSPHORYLASE",0.0632558308607705,"THIE_2_THIAMINE-PHOSPHATE PYROPHOSPHORYLASE"
"GROUP_3388_TRANSCRIPTIONAL ACTIVATOR",0.063048566533435,"GROUP_3388_TRANSCRIPTIONAL ACTIVATOR"
"GROUP_10666_DIHYDROLIPOAMIDE ACETYLTRANSFERASE",0.0630318607465279,"GROUP_10666_DIHYDROLIPOAMIDE ACETYLTRANSFERASE"
"GROUP_10707_PUTATIVE HELICASE",0.0627795236681966,"GROUP_10707_PUTATIVE HELICASE"
"BLPA2_BACTERIOCIN TRANSPORTER C39 PROTEASE DOMAIN BLPA2",0.0624623502054555,"BLPA2_BACTERIOCIN TRANSPORTER C39 PROTEASE DOMAIN BLPA2"
"CELB_COMPETENCE PROTEIN CELB",0.0622379669293501,"CELB_COMPETENCE PROTEIN CELB"
"GROUP_9111_TETR FAMILY TRANSCRIPTIONAL REGULATOR",0.0621366989912941,"GROUP_9111_TETR FAMILY TRANSCRIPTIONAL REGULATOR"
"GROUP_10184_COBALT TRANSPORT PROTEIN",0.0620465902944826,"GROUP_10184_COBALT TRANSPORT PROTEIN"
"ALSE_RIBULOSE-6-PHOSPHATE EPIMERASE",0.0619546992588604,"ALSE_RIBULOSE-6-PHOSPHATE EPIMERASE"
"GROUP_2543_ENDO-BETA-N-ACETYLGLUCOSAMINIDASE",0.0612163328534676,"GROUP_2543_ENDO-BETA-N-ACETYLGLUCOSAMINIDASE"
"GROUP_11563_BRANCH MIGRATION OF HOLLIDAY JUNCTIONS JUNCTION-SPECIFIC DNA HELICASEATP-DEPENDENT DNA HELICASE RECG HOMOLOG",0.0606113485990549,"GROUP_11563_BRANCH MIGRATION OF HOLLIDAY JUNCTIONS JUNCTION-SPECIFIC DNA HELICASEATP-DEPENDENT DNA HELICASE RECG HOMOLOG"
"GROUP_17456_PROPHAGE LAMBDASA2 SITE-SPECIFIC RECOMBINASE PHAGE INTEGRASE FAMILY PROTEIN",0.060506437003876,"GROUP_17456_PROPHAGE LAMBDASA2 SITE-SPECIFIC RECOMBINASE PHAGE INTEGRASE FAMILY PROTEIN"
"GROUP_5750_HYPEROSMOLARITY RESISTANCE PROTEIN EBH",0.0604412508009022,"GROUP_5750_HYPEROSMOLARITY RESISTANCE PROTEIN EBH"
"ARGR1_ARGININE REPRESSOR",0.0597261167184151,"ARGR1_ARGININE REPRESSOR"
"ASP3_ACCESSORY SECRETORY PROTEIN ASP3",0.0594105595793741,"ASP3_ACCESSORY SECRETORY PROTEIN ASP3"
"FUCU_FUCOSE OPERON FUCU PROTEIN",0.0592900129917851,"FUCU_FUCOSE OPERON FUCU PROTEIN"
"GROUP_11931_EXCRETED PEPTIDE",0.0589413456891758,"GROUP_11931_EXCRETED PEPTIDE"
"GROUP_7777_PHAGE PROTEIN",0.058879968909053,"GROUP_7777_PHAGE PROTEIN"
"FUCA_L-FUCULOSE PHOSPHATE ALDOLASE",0.0585959923812664,"FUCA_L-FUCULOSE PHOSPHATE ALDOLASE"
"GROUP_13278_COLLAGEN ADHESION PROTEIN FAMILY PROTEIN",0.0585393457475524,"GROUP_13278_COLLAGEN ADHESION PROTEIN FAMILY PROTEIN"
"GROUP_6866_THYMIDINE PHOSPHORYLASE",0.0585016288194415,"GROUP_6866_THYMIDINE PHOSPHORYLASE"
"GROUP_9618_MEMBRANE PROTEIN",0.0584074189262573,"GROUP_9618_MEMBRANE PROTEIN"
"GROUP_8915_TRANSCRIPTION ANTITERMINATOR LACT",0.0580370559410787,"GROUP_8915_TRANSCRIPTION ANTITERMINATOR LACT"
"GROUP_5628_PHAGE PROTEIN",0.0579969087758506,"GROUP_5628_PHAGE PROTEIN"
"GROUP_5598_PHAGE PROTEIN",0.0579880600591687,"GROUP_5598_PHAGE PROTEIN"
"GROUP_8427_LIPASE",0.0575947130634663,"GROUP_8427_LIPASE"
"GROUP_16132_FLAVOPROTEIN NRDI",0.0568910296304528,"GROUP_16132_FLAVOPROTEIN NRDI"
"GROUP_10740_ANTHRANILATE SYNTHASE COMPONENT I",0.0567987890944012,"GROUP_10740_ANTHRANILATE SYNTHASE COMPONENT I"
"GROUP_9151_P-TYPE ATPASE-METAL CATION TRANSPORT",0.0567154087166733,"GROUP_9151_P-TYPE ATPASE-METAL CATION TRANSPORT"
"GROUP_1984_PEPTIDASE U32 FAMILY",0.0562329994917646,"GROUP_1984_PEPTIDASE U32 FAMILY"
"GROUP_7823_TRANSCRIPTIONAL REGULATOR BGLG FAMILY",0.0560781416922804,"GROUP_7823_TRANSCRIPTIONAL REGULATOR BGLG FAMILY"
"GROUP_14719_GALACTOSE-6-PHOSPHATE ISOMERASE SUBUNIT LACA",0.0560396514383705,"GROUP_14719_GALACTOSE-6-PHOSPHATE ISOMERASE SUBUNIT LACA"
"GROUP_10471_PTS GLUCOSE-SPECIFIC ENZYME IIABC COMPONENT",0.0560073620332693,"GROUP_10471_PTS GLUCOSE-SPECIFIC ENZYME IIABC COMPONENT"
"GROUP_9468_ANTIBIOTIC BIOSYNTHESIS MONOOXYGENASE SUBFAMILY PROTEIN",0.0558217391411149,"GROUP_9468_ANTIBIOTIC BIOSYNTHESIS MONOOXYGENASE SUBFAMILY PROTEIN"
"KFOC_1_GLYCOSYLTRANSFERASE",0.0558019354312209,"KFOC_1_GLYCOSYLTRANSFERASE"
"GROUP_13743_TAGATOSE 16-DIPHOSPHATE ALDOLASE",0.0556919131157328,"GROUP_13743_TAGATOSE 16-DIPHOSPHATE ALDOLASE"
"GROUP_7020_ABC TRANSPORTER ATP-BINDING PROTEIN",0.0556557652801722,"GROUP_7020_ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_7318_PHAGE INTEGRASE: SITE-SPECIFIC RECOMBINASE",0.0555452847409199,"GROUP_7318_PHAGE INTEGRASE: SITE-SPECIFIC RECOMBINASE"
"DTXR_IRON-DEPENDENT TRANSCRIPTIONAL REGULATOR",0.0553940534854842,"DTXR_IRON-DEPENDENT TRANSCRIPTIONAL REGULATOR"
"GROUP_4352_BRP/BLH FAMILY BETA-CAROTENE 1515'-MONOOXYGENASE",0.0549096179897837,"GROUP_4352_BRP/BLH FAMILY BETA-CAROTENE 1515'-MONOOXYGENASE"
"LACZ_BETA-GALACTOSIDASE",0.0546951439031471,"LACZ_BETA-GALACTOSIDASE"
"MTLF_MANNITOL-SPECIFIC PHOSPHOTRANSFERASE EIIA",0.0546192885491682,"MTLF_MANNITOL-SPECIFIC PHOSPHOTRANSFERASE EIIA"
"YDCU_IRON ABC TRANSPORTER MEMBRANE-SPANNING PERMEASE",0.054014213721154,"YDCU_IRON ABC TRANSPORTER MEMBRANE-SPANNING PERMEASE"
"POTA_2_FERRIC CATIONS IMPORT ATP-BINDING PROTEIN FBPC",0.0539360156333613,"POTA_2_FERRIC CATIONS IMPORT ATP-BINDING PROTEIN FBPC"
"GROUP_8321_COF FAMILY PROTEIN",0.0537108305059656,"GROUP_8321_COF FAMILY PROTEIN"
"RLMCD_1_23S RRNA (URACIL-5-)-METHYLTRANSFERASE RUMA",0.0534976155760732,"RLMCD_1_23S RRNA (URACIL-5-)-METHYLTRANSFERASE RUMA"
"YBBH_PHOSPHOSUGAR-BINDING TRANSCRIPTIONAL REGULATOR",0.0534009097823538,"YBBH_PHOSPHOSUGAR-BINDING TRANSCRIPTIONAL REGULATOR"
"GROUP_7624_ABC TRANSPORTER PERMEASE",0.0533195134809348,"GROUP_7624_ABC TRANSPORTER PERMEASE"
"GROUP_11651_CYTIDINE DEAMINASE",0.0533061065586205,"GROUP_11651_CYTIDINE DEAMINASE"
"HIN_SITE-SPECIFIC RECOMBINASE/RESOLVASE",0.0531581329052484,"HIN_SITE-SPECIFIC RECOMBINASE/RESOLVASE"
"NRDI_FLAVOPROTEIN NRDI",0.053039341040331,"NRDI_FLAVOPROTEIN NRDI"
"GROUP_9365_INTEGRAL MEMBRANE PROTEIN",0.0528766110437068,"GROUP_9365_INTEGRAL MEMBRANE PROTEIN"
"GRAR_DNA-BINDING RESPONSE REGULATOR",0.0527358562149092,"GRAR_DNA-BINDING RESPONSE REGULATOR"
"GROUP_5004_GLYCOGEN SYNTHASE",0.0524605338880952,"GROUP_5004_GLYCOGEN SYNTHASE"
"GROUP_4772_ESTERASE",0.0520190001011339,"GROUP_4772_ESTERASE"
"MMSA_BRANCH MIGRATION OF HOLLIDAY JUNCTIONS JUNCTION-SPECIFIC DNA HELICASEATP-DEPENDENT DNA HELICASE RECG HOMOLOG",0.0517121681900857,"MMSA_BRANCH MIGRATION OF HOLLIDAY JUNCTIONS JUNCTION-SPECIFIC DNA HELICASEATP-DEPENDENT DNA HELICASE RECG HOMOLOG"
"CYNX_CYANATE PERMEASE",0.051677842822739,"CYNX_CYANATE PERMEASE"
"GROUP_13158_AMINOPEPTIDASE P",0.0516170355502351,"GROUP_13158_AMINOPEPTIDASE P"
"GROUP_2578_ABC-TYPE TRANSPORT SYSTEM INVOLVED IN MULTI-COPPER ENZYME MATURATION PERMEASE COMPONENT",0.0515546794222476,"GROUP_2578_ABC-TYPE TRANSPORT SYSTEM INVOLVED IN MULTI-COPPER ENZYME MATURATION PERMEASE COMPONENT"
"GROUP_11116_MEMBRANE-FUSION PROTEIN",0.0512245722735113,"GROUP_11116_MEMBRANE-FUSION PROTEIN"
"ABC-NBD-TRUNCATION_1_ABC TRANSPORTER ATP-BINDING PROTEIN",0.0510181672115258,"ABC-NBD-TRUNCATION_1_ABC TRANSPORTER ATP-BINDING PROTEIN"
"GROUP_11373_PHOSPHATASE",0.0508324423132476,"GROUP_11373_PHOSPHATASE"
"GROUP_13127_PEPTIDASE M13 SUPERFAMILY",0.0505759443768116,"GROUP_13127_PEPTIDASE M13 SUPERFAMILY"
"GROUP_7907_PHOSPHOGLYCERATE MUTASE FAMILY PROTEIN",0.0504882791477032,"GROUP_7907_PHOSPHOGLYCERATE MUTASE FAMILY PROTEIN"
"YHES_1_ABC TRANSPORTER ATP-BINDING PROTEIN",0.0497505397635275,"YHES_1_ABC TRANSPORTER ATP-BINDING PROTEIN"
"CELB_2_COMPETENCE PROTEIN CELB",0.0490880719666279,"CELB_2_COMPETENCE PROTEIN CELB"
